"","ZIPCODE","BLDGZIP","PO_NAME","POPULATION","AREA","STATE","COUNTY","ST_FIPS","CTY_FIPS","URL","SHAPE_AREA","SHAPE_LEN","ZipCode","num_dogs","BreedName","num_breeds","pop_breed","AnimalName","num_names","pop_name","Borough","n_dogs_borough","dogs_per_capita","Affenpinscher","Afghan Hound","Afghan Hound Crossbreed","Airedale Terrier","Akita","Akita Crossbreed","Alaskan Malamute","American Bully","American English Coonhound","American Eskimo dog","American Foxhound","American Hairless Terrier","American Leopard Hound","American Pit Bull Mix / Pit Bull Mix","American Pit Bull Terrier/Pit Bull","American Staffordshire Terrier ","American Water Spaniel","Anatolian Shepherd Dog","Australian Cattle Dog","Australian Cattledog","Australian Kelpie","Australian Shepherd","Australian Silky Terrier","Australian Terrier","Barbet","Basenji","Basset Hound","Bassett Hound","Beagle","Beagle Crossbreed","Bearded Collie","Bedlington Terrier","Belgian Griffon","Belgian Malinois","Belgian Sheepdog","Belgian Tervuren","Berger Picard","Bernese Mountain Dog","Bichon Frise","Bichon Frise Crossbreed","Biewer Terrier","Black and Tan Coonhound","Black Russian Terrier","Bloodhound","Bloodhound Crossbreed","Bluetick Coonhound","Boerboel","Bolognese","Border Collie","Border Collie Crossbreed","Border Terrier","Borzoi","Boston Terrier","Bouvier Des Flandres","Boxer","Boxer Crossbreed","Boykin Spaniel","Bracco Italiano","Briard","Brittany","Brittany Spaniel","Brussels Griffon","Bull Dog, American","Bull Dog, English","Bull Dog, French","Bull Terrier","Bulldog","Bullmastiff","Cairn Terrier","Canaan Dog","Cane Corso","Cardigan Welsh Corgi","Catahoula Leopard Dog","Cavalier King Charles Spaniel","Cesky Terrier","Chesapeake Bay Retriever","Chihuahua","Chihuahua Crossbreed","Chinese Crested","Chinese Shar-Pei","Chinook","Chow Chow","Cirneco dell","Clumber Spaniel","Cocker Spaniel","Cocker Spaniel Crossbreed","Collie","Collie Crossbreed","Collie, Bearded ","Collie, Border","Collie, Rough Coat","Collie, Smooth Coat","Coonhound, Black and Tan","Coonhound, Blue Tick","Coonhound, Treeing Walker","Coton de Tulear","Cotton De Tulear","Curly-Coated Retriever","Dachshund","Dachshund Crossbreed","Dachshund Smooth Coat","Dachshund Smooth Coat Miniature","Dachshund, Long Haired","Dachshund, Long Haired Miniature","Dachshund, Wirehaired","Dachshund, Wirehaired, Miniature","Dalmatian","Dandie Dinmont Terrier","Doberman Pinscher","Dogo Argentino","Dogue de Bordeaux","Dutch Shepherd","English Cocker Spaniel","English Foxhound","English Setter","English Springer Spaniel","English Toy Spaniel","Entlebucher Mountain Dog","Eurasier","Field Spaniel","Fila Brasileiro","Finnish Lapphund","Finnish Spitz","Flat-Coated Retriever","French Bulldog","French Spaniel","German Longhaired Pointer","German Pinscher","German Shepherd Crossbreed","German Shepherd Dog","German Shorthaired Pointer","German Spitz","German Wirehaired Pointer","Giant Schnauzer","Glen of Imaal Terrier","Golden Retriever","Goldendoodle","Gordon Setter","Grand Basset Griffon Vendeen","Great Dane","Great Pyrenees","Greater Swiss Mountain Dog","Greyhound","Hamiltonstovare","Harrier","Havanese","Hovawart","Ibizan Hound","Irish Red and White Setter","Irish Setter","Irish Terrier","Irish Wolfhound","Italian Greyhound","Jack Russell Terrier","Japanese Chin","Japanese Chin/Spaniel","Jindo","Jindo Dog, Korea","Kai Ken","Karelian Bear Dog","Keeshond","Kerry Blue Terrier","Kooikerhondje","Kromfohrlander","Kuvasz","Labradoodle","Labrador Retriever","Labrador Retriever Crossbreed","Lagotto Romagnolo","Lakeland Terrier","Lancashire Heeler","Leonberger","Lhasa Apso","Lowchen","Maltese","Maltese Crossbreed","Maltipoo","Manchester Terrier","Mastiff","Mastiff, Bull","Mastiff, French (Dogue de Bordeaux)","Mastiff, Neapolitan","Mastiff, Old English","Mastiff, Tibetan","Miniature American Shepherd","Miniature Bull Terrier","Miniature Fox Terrier","Miniature Pinscher","Miniature Schnauzer","Morkie","Mudi","Neapolitan Mastiff","Newfoundland","Norfolk Terrier","Norwegian Buhund","Norwegian Elkhound","Norwich Terrier","Nova Scotia Duck Tolling Retriever","Old English Sheepdog","Otterhound","Papillon","Parson Russell Terrier","Pekingese","Pembroke Welsh Corgi","Pembroke Welsh Corgi Crossbreed","Perro de Presa Canario","Peruvian Inca Orchid","Petit Basset Griffon Vendeen","Pharaoh Hound","Pharoh hound","Plott","Pointer","Pointer, German Shorthaired","Pointer, German Wirehaired","Polish Hound","Polish Lowland Sheepdog","Pomeranian","Pomeranian Crossbreed","Poodle","Poodle Crossbreed","Poodle, Miniature","Poodle, Standard","Poodle, Toy","Portuguese Podengo Pequeno","Portuguese Sheepdog","Portuguese Water Dog","Pug","Pug Crossbreed","Puggle","Puli","Pumi","Pyrenean Shepherd","Rat Terrier","Rat Terrier Crossbreed","Redbone Coonhound","Rhodesian Ridgeback","Rottweiler","Rottweiler Crossbreed","Russell Terrier","Russian Toy","Russian Wolfhound","Saint Bernard","Saluki","Samoyed","Schipperke","Schipperkee","Schnauzer Crossbreed","Schnauzer, Giant","Schnauzer, Miniature","Schnauzer, Miniature Crossbreed","Schnauzer, Standard","Scottish Deerhound","Scottish Terrier","Sealyham Terrier","Shar-Pei, Chinese","Shetland Sheepdog","Shiba Inu","Shiba Inu Crossbreed","Shih Tzu","Shih Tzu Crossbreed","Siberian Husky","Siberian Husky Crossbreed","Silky Terrier","Skye Terrier","Small Munsterlander Pointer","Smooth Fox Terrier","Soft Coated Wheaten Terrier","Spanish Water Dog","Spinone Italiano","St. Bernard","Staffordshire Bull Terrier","Standard Schnauzer","Sussex Spaniel","Swedish Vallhund","Terrier Crossbreed","Terrier mix","Thai Ridgeback","Tibetan Mastiff","Tibetan Spaniel","Tibetan Terrier","Toy Fox Terrier","Treeing Tennessee Brindle","Treeing Walker Coonhound","Vizsla","Weimaraner","Welsh Corgi, Cardigan","Welsh Corgi, Pembroke","Welsh Springer Spaniel","Welsh Terrier","West High White Terrier","West Highland White Terrier","Wheaton Terrier","Whippet","Wire Fox Terrier","Wirehaired Pointing Griffon","Xoloitzcuintli","Yorkshire Terrier","Yorkshire Terrier Crossbreed"
"11",10471,"0","Bronx",23477,89651407.0583499,"NY","Bronx","36","005","http://www.usps.com/",0,0,10471,489,"Chihuahua",29,"Chihuahua","LUCKY",8,"LUCKY","Bronx",485,0.0208288963666567,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,9,6,1,NA,1,1,NA,1,NA,1,NA,NA,1,1,4,4,3,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,5,NA,10,NA,NA,NA,NA,NA,NA,NA,1,9,1,NA,1,NA,NA,NA,1,NA,NA,3,NA,NA,29,1,2,NA,NA,1,NA,NA,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,2,2,NA,2,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,6,4,NA,NA,2,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,11,15,NA,NA,NA,NA,3,NA,26,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,10,1,7,1,11,5,6,NA,NA,NA,5,NA,3,NA,NA,NA,1,NA,NA,1,3,1,1,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,7,NA,29,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,2,NA,1,NA,NA,4,NA,2,NA,NA,NA,NA,26,1
"12",10470,"0","Bronx",14740,21543461.581388,"NY","Bronx","36","005","http://www.usps.com/",0,0,10470,141,"American Pit Bull Mix / Pit Bull Mix",11,"American Pit Bull Mix / Pit Bull Mix","ROCKY",4,"ROCKY","Bronx",139,0.00956580732700136,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,1,NA,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,NA,NA,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,1,1,NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,1
"13",10466,"0","Bronx",68942,55262490.6124597,"NY","Bronx","36","005","http://www.usps.com/",0,0,10466,369,"Yorkshire Terrier",46,"Yorkshire Terrier","MAX",8,"MAX","Bronx",366,0.00535232514287372,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,15,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,18,10,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11,NA,NA,NA,NA,4,NA,12,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,4,3,3,2,NA,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,34,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,46,2
"14",10467,"0","Bronx",97932,69336166.3726341,"NY","Bronx","36","005","http://www.usps.com/",0,0,10467,733,"Yorkshire Terrier",70,"Yorkshire Terrier","MAX",11,"MAX","Bronx",729,0.00748478536127109,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,41,56,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,12,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,4,NA,NA,NA,NA,NA,NA,2,NA,5,3,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,50,6,NA,NA,NA,6,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,13,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,12,NA,NA,NA,NA,6,NA,31,5,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,2,7,6,8,9,3,NA,NA,NA,8,NA,2,NA,NA,NA,2,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,9,NA,69,13,12,NA,2,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,70,13
"15",10463,"0","Bronx",70641,36703381.5081673,"NY","Bronx","36","005","http://www.usps.com/",0,0,10463,1085,"Yorkshire Terrier",90,"Yorkshire Terrier","MAX",13,"MAX","Bronx",1068,0.0153593522175507,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,43,40,11,NA,NA,2,2,1,6,NA,NA,NA,3,NA,NA,11,10,NA,NA,NA,NA,2,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,9,NA,11,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,2,1,6,2,2,1,2,3,NA,1,63,9,NA,NA,NA,2,NA,NA,12,NA,2,NA,1,5,2,1,NA,1,NA,NA,1,NA,6,1,11,3,NA,4,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,20,2,NA,1,NA,NA,12,4,1,NA,1,NA,NA,2,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7,37,25,NA,NA,NA,NA,12,NA,33,9,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,11,1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,7,1,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,12,NA,8,3,13,5,13,NA,NA,1,10,NA,6,NA,NA,NA,3,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,3,NA,3,NA,6,4,7,NA,65,13,7,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,7,NA,NA,NA,NA,1,NA,1,1,NA,1,2,NA,NA,4,NA,6,1,2,NA,NA,90,8
"16",10475,"0","Bronx",40931,38633296.9345436,"NY","Bronx","36","005","http://www.usps.com/",0,0,10475,243,"Yorkshire Terrier",42,"Yorkshire Terrier","LOLA",4,"LOLA","Bronx",242,0.00593682050279739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,17,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,32,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,42,8
"17",10464,"0","Bronx",4438,76257484.8998482,"NY","Bronx","36","005","http://www.usps.com/",0,0,10464,159,"Labrador Retriever",11,"Labrador Retriever","RUSTY",4,"RUSTY","Bronx",158,0.0358269490761604,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,5,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,11,10,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,1,NA,NA,NA,NA,8,2
"18",10469,"0","Bronx",65101,68040887.0683502,"NY","Bronx","36","005","http://www.usps.com/",0,0,10469,626,"Shih Tzu",50,"Shih Tzu","COCO",9,"COCO","Bronx",616,0.00961582771386,1,NA,NA,1,1,1,NA,5,NA,2,NA,NA,NA,32,20,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,24,6,1,NA,NA,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,NA,3,NA,NA,NA,NA,1,NA,NA,24,1,NA,NA,NA,4,NA,NA,6,1,NA,NA,NA,3,2,NA,2,NA,NA,NA,NA,NA,3,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,1,13,13,NA,NA,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,21,10,NA,NA,NA,NA,4,NA,18,7,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,3,2,2,4,NA,NA,NA,6,NA,3,NA,NA,NA,3,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,2,NA,NA,NA,NA,3,9,NA,50,13,8,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,5
"19",10468,"0","Bronx",72877,34447604.6722183,"NY","Bronx","36","005","http://www.usps.com/",0,0,10468,406,"Chihuahua",40,"Chihuahua","ROCKY",6,"ROCKY","Bronx",398,0.00557103064066852,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,29,27,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,6,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,3,NA,17,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,6,3,6,5,4,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,2,1,2,NA,36,3,12,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,39,1
"20",10463,"0","Bronx",70641,3119701.91322087,"NY","New York","36","061","http://www.usps.com/",0,0,10463,1085,"Yorkshire Terrier",90,"Yorkshire Terrier","MAX",13,"MAX","Bronx",1068,0.0153593522175507,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,43,40,11,NA,NA,2,2,1,6,NA,NA,NA,3,NA,NA,11,10,NA,NA,NA,NA,2,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,9,NA,11,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,2,1,6,2,2,1,2,3,NA,1,63,9,NA,NA,NA,2,NA,NA,12,NA,2,NA,1,5,2,1,NA,1,NA,NA,1,NA,6,1,11,3,NA,4,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,20,2,NA,1,NA,NA,12,4,1,NA,1,NA,NA,2,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7,37,25,NA,NA,NA,NA,12,NA,33,9,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,11,1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,7,1,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,12,NA,8,3,13,5,13,NA,NA,1,10,NA,6,NA,NA,NA,3,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,3,NA,3,NA,6,4,7,NA,65,13,7,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,7,NA,NA,NA,NA,1,NA,1,1,NA,1,2,NA,NA,4,NA,6,1,2,NA,NA,90,8
"21",10458,"0","Bronx",79362,35968812.9033631,"NY","Bronx","36","005","http://www.usps.com/",0,0,10458,490,"Yorkshire Terrier",44,"Yorkshire Terrier","OREO",12,"OREO","Bronx",485,0.00617423956049495,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,21,40,7,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,1,8,3,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,1,NA,1,NA,1,NA,NA,2,1,NA,37,7,NA,1,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,2,NA,5,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,1,NA,31,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,3,8,2,5,6,1,NA,NA,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,1,NA,6,NA,42,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,44,10
